20.4255 	WARNING 	User requested fullscreen with size [1280  720], but screen is actually [1512, 982]. Using actual size
21.6827 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

21.6830 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fe0514a4520>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fe0514a44c0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-1, -1, -1]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fe0514a4340>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7fe0301d8a30>, multiSample=False, name='window1', numSamples=2, pos=[378.0, 245.5], screen=0, size=array([3024, 1964]), stencilBits=0, stereo=False, title='PsychoPy', units='norm', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
21.6831 	EXP 	window1: mouseVisible = True
21.6831 	EXP 	window1: backgroundImage = None
21.6831 	EXP 	window1: backgroundFit = 'cover'
21.6833 	EXP 	window1: mouseVisible = True
21.7111 	EXP 	Created fixation = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='fixation', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=UNKNOWN, text='+', units='norm', win=Window(...), wrapWidth=1)
21.7114 	EXP 	window1: mouseVisible = True
21.7387 	EXP 	Created instructions = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.06, italic=False, languageStyle='LTR', name='instructions', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='norm', win=Window(...), wrapWidth=1.5)
21.7389 	EXP 	window1: mouseVisible = True
21.7452 	EXP 	Created break_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.06, italic=False, languageStyle='LTR', name='break_text', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='norm', win=Window(...), wrapWidth=1.5)
21.7454 	EXP 	window1: mouseVisible = True
21.7466 	EXP 	Created block_progress = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.04, italic=False, languageStyle='LTR', name='block_progress', opacity=1.0, ori=0, pos=array([ 0. , -0.4]), rgb=UNKNOWN, text='', units='norm', win=Window(...), wrapWidth=1)
21.7467 	EXP 	window1: mouseVisible = True
21.7609 	EXP 	Created completion = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.08, italic=False, languageStyle='LTR', name='completion', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='norm', win=Window(...), wrapWidth=1)
21.7685 	EXP 	window1: mouseVisible = True
41.3464 	EXP 	window1: mouseVisible = True
41.3582 	EXP 	Created sound_check = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.06, italic=False, languageStyle='LTR', name='sound_check', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='norm', win=Window(...), wrapWidth=1.5)
41.3686 	DATA 	Mouse: Left button down, pos=(1136,367)
41.3689 	DATA 	Mouse:  Left button up, pos=(1136,367)
41.4094 	WARNING 	t of last frame was 19726.97ms (=1/0)
41.4094 	EXP 	movie: autoLog = True
41.4094 	EXP 	instructions: height = 0.06
41.4094 	EXP 	instructions: height = 0.06
41.4094 	EXP 	instructions: height = 0.06
41.4094 	EXP 	instructions: text = "In this experiment, you will hear a series of sounds.\n\nPlease maintain focus on the fixation cross (+) in the center of the screen.\n\nYou don't need to respond - just listen to the sounds attentively.\n\nThis experiment has 3 blocks with short breaks between them.\n\nPress SPACE to begin.\n\nA silent video will play in the background."
44.0218 	DATA 	Keypress: space
44.0227 	EXP 	window1: mouseVisible = True
44.0269 	EXP 	Created label_N = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.06, italic=False, languageStyle='LTR', name='label_N', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=UNKNOWN, text='Playing sound: N', units='norm', win=Window(...), wrapWidth=1)
44.0602 	WARNING 	t of last frame was 2650.81ms (=1/0)
44.0605 	EXP 	Sound  started
45.0649 	WARNING 	t of last frame was 1004.71ms (=1/0)
45.5651 	EXP 	window1: mouseVisible = True
45.5688 	EXP 	Created label_N2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.06, italic=False, languageStyle='LTR', name='label_N2', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=UNKNOWN, text='Playing sound: N2', units='norm', win=Window(...), wrapWidth=1)
45.5751 	WARNING 	t of last frame was 510.19ms (=1/1)
45.5753 	EXP 	Sound  started
46.5795 	WARNING 	Multiple dropped frames have occurred - I'll stop bothering you about them!
47.0797 	EXP 	window1: mouseVisible = True
47.0827 	EXP 	Created label_Ai = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.06, italic=False, languageStyle='LTR', name='label_Ai', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=UNKNOWN, text='Playing sound: Ai', units='norm', win=Window(...), wrapWidth=1)
47.0949 	EXP 	Sound  started
48.5998 	EXP 	window1: mouseVisible = True
48.6063 	EXP 	Created confirm = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.06, italic=False, languageStyle='LTR', name='confirm', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='norm', win=Window(...), wrapWidth=1.5)
50.2942 	DATA 	Keypress: y
50.9634 	DATA 	Keypress: space
51.2854 	EXP 	block_progress: height = 0.04
51.2854 	EXP 	block_progress: height = 0.04
51.2854 	EXP 	block_progress: height = 0.04
51.2854 	EXP 	block_progress: text = 'Block 1/3'
53.3393 	EXP 	Sound  stopped
53.3393 	EXP 	Sound  started
54.1824 	EXP 	Sound  stopped
54.1825 	EXP 	Sound  started
55.0155 	EXP 	Sound  stopped
55.0156 	EXP 	Sound  started
55.8488 	EXP 	Sound  stopped
55.8488 	EXP 	Sound  started
56.6821 	EXP 	Sound  stopped
56.6822 	EXP 	Sound  started
57.5151 	EXP 	Sound  stopped
57.5152 	EXP 	Sound  started
58.3491 	EXP 	Sound  stopped
58.3492 	EXP 	Sound  started
59.1821 	EXP 	Sound  stopped
59.1821 	EXP 	Sound  started
60.0154 	EXP 	Sound  stopped
60.0154 	EXP 	Sound  started
60.8482 	EXP 	Sound  stopped
60.8482 	EXP 	Sound  started
61.6822 	EXP 	Sound  stopped
61.6823 	EXP 	Sound  started
62.5152 	EXP 	Sound  stopped
62.5152 	EXP 	Sound  started
63.3486 	EXP 	Sound  stopped
63.3486 	EXP 	Sound  started
64.1820 	EXP 	Sound  stopped
64.1820 	EXP 	Sound  started
65.0154 	EXP 	Sound  stopped
65.0155 	EXP 	Sound  started
